ime_avtomobila,znamka,leto_prve_registracije,prevozeni_kilometri,vrsta_motorja,vrsta_menjalnika,velikost_motorja,moc_motorja,cena
Subaru Impreza XV 2.0 D SJ Trend UGODNO 4 X 4 POGON UGODNO ,Subaru,2011,167000,diesel motor,ročni menjalnik,"['1', '9', '9', '8']",110,4999

Suzuki Baleno Wagon 1.6 GLX 4WD,Suzuki,1999,165000,bencinski motor,ročni menjalnik,"['1', '5', '9', '0']",80,899

Suzuki Ignis 1.2 VVT Hybrid Comfort,Suzuki,2020,7537,bencinski motor,ročni menjalnik,"['1', '2', '4', '2']",66,10250

Suzuki Swift 1.3 4x4,Suzuki,2000,7764,bencinski motor,ročni menjalnik,velikost motorja ni znana,"50 kW / 68 KM
",300

Suzuki Wagon R 1.3 ,Suzuki,2003,220000,bencinski motor,ročni menjalnik,"['1', '2', '9', '8']",56,400

Toyota Auris ,Toyota,2011,200130,hibridni pogon,avtomatski menjalnik,"['1', '7', '9', '8']",73,6200

Toyota Auris 1.4 D-4D Style-1 LASTNIK-KAMERA-NAVI-SLOVENSKI,Toyota,2013,118908,diesel motor,ročni menjalnik,"['1', '3', '6', '4']",66,8790

Toyota Auris Hybrid 1.8 VVT-i CVT - oprema SOL + letna vinjeta,Toyota,2011,199000,hibridni pogon,avtomatski menjalnik,"['1', '8', '0', '0']",99,6900

Toyota Avensis W G 2.0 D-4D ,Toyota,2004,385000,diesel motor,ročni menjalnik,"['1', '9', '9', '5']",85,990

Toyota Avensis W G 2.0 D-4D Luna,Toyota,2009,240000,diesel motor,ročni menjalnik,"['1', '9', '9', '8']",93,4999

Toyota C-HR 1.2 Turbo-SLO- NAVI- KAMERA- 1.LASTNIK,Toyota,2017,69000,bencinski motor,ročni menjalnik,"['1', '1', '9', '7']",85,15800

Toyota Corolla 1.4 D-4D Style,Toyota,2016,48161,diesel motor,ročni menjalnik,"['1', '3', '6', '4']",66,11590

Toyota Hi-Lux 2.4D-4D 4X4 EXECUTIVE,Toyota,2018,37000,diesel motor,avtomatski menjalnik,"['2', '4', '0', '0']",110,27500

Toyota Hi-Lux DoubleCab 3.0D-4D aut 4X4 SLO°ODLIÈNA°,Toyota,2014,215000,diesel motor,avtomatski menjalnik,"['2', '9', '8', '2']",126,18800

Toyota Land Cruiser 3.0 D-4D,Toyota,2007,355000,diesel motor,avtomatski menjalnik,"['2', '9', '8', '2']",122,13000

Toyota Land Cruiser 3.0 D-4D Executive Avt.,Toyota,2004,394000,diesel motor,avtomatski menjalnik,"['2', '9', '8', '2']",122,18900

Toyota Land Cruiser 3.0 D-4D Limited,Toyota,2005,290000,diesel motor,ročni menjalnik,"['2', '9', '8', '2']",122,19500

Toyota Prius Executive - Prins LPG + nova baterija in motor,Toyota,2009,333500,hibridni pogon,avtomatski menjalnik,"['1', '8', '0', '0']",99,6900

Toyota RAV4 2.0 D-4D 4WD,Toyota,2003,252000,diesel motor,ročni menjalnik,"['1', '9', '9', '5']",85,3600

Toyota Verso 2.0 D-4D Luna,Toyota,2009,195000,diesel motor,ročni menjalnik,"['1', '9', '9', '8']",93,4150

Toyota Yaris 1.0 VVT-i Luna+,Toyota,2013,89000,bencinski motor,ročni menjalnik,"['9', '9', '8']",51,5900

Toyota Yaris 1.0 VVT-i Terra+,Toyota,2008,124750,bencinski motor,ročni menjalnik,"['9', '9', '8']",51,3500

Toyota Yaris 1.3 VVT-i ,Toyota,2009,57987,bencinski motor,ročni menjalnik,"['1', '3', '2', '9']",74,4990

Toyota Yaris 1.3 VVT-i Sol,Toyota,2003,184000,bencinski motor,ročni menjalnik,"['1', '2', '9', '8']",64,850

Toyota Yaris 1.33 VVT-i Sport,Toyota,2009,113100,bencinski motor,ročni menjalnik,"['1', '3', '2', '9']",74,4950

Toyota Yaris 1.4 D-4D Stella,Toyota,2007,169000,diesel motor,ročni menjalnik,"['1', '3', '6', '4']",66,3250

Toyota Yaris 1.5 VVT-iE Sol,Toyota,2020,5902,bencinski motor,ročni menjalnik,"['1', '4', '9', '6']",82,11500

Toyota Yaris 1.5 VVT-iE Sol avtomatik,Toyota,2018,19560,bencinski motor,avtomatski menjalnik,"['1', '4', '9', '6']",82,10500

Volkswagen - ,Volkswagen,1973,44000,bencinski motor,ročni menjalnik,"['1', '5', '0', '0']",41,18800

Volkswagen - Transporter T2,Volkswagen,1971,55239,bencinski motor,ročni menjalnik,"['1', '4', '9', '3']",44,10000

Volkswagen Arteon 2.0 TSI 4M Aut. R-LINE 2x DSG-LED-KEYLESS-SLO ,Volkswagen,2018,57000,bencinski motor,avtomatski menjalnik,"['1', '9', '8', '4']",206,35950

Volkswagen Arteon 2.0 Tdi-Avt.-ELEGANCE-FULL LED-VIRTUALNI TEVCI,Volkswagen,2017,92370,diesel motor,avtomatski menjalnik,"['1', '9', '6', '8']",110,26790

Volkswagen Bora 1.9 TDI,Volkswagen,1999,240000,diesel motor,ročni menjalnik,"['1', '8', '9', '6']",81,3000

Volkswagen CC 2.0TDI-130KW-LIZING ZA TUJCE-XENON-LED-NAVI-PDC-,Volkswagen,2014,248000,diesel motor,ročni menjalnik,"['1', '9', '6', '8']",130,11850

Volkswagen Caddy 1.6 TDI Trendline,Volkswagen,2012,221000,diesel motor,ročni menjalnik,"['1', '5', '9', '8']",75,6500

Volkswagen Caddy 1.9 TDI,Volkswagen,2007,365000,diesel motor,ročni menjalnik,"['1', '8', '9', '6']",55,4100

Volkswagen Caddy Kombi 1.4,Volkswagen,2000,170000,bencinski motor,ročni menjalnik,"['1', '3', '9', '0']",44,650

Volkswagen Caddy Pick up,Volkswagen,1992,99900,diesel motor,ročni menjalnik,velikost motorja ni znana,"40 kW / 54 KM
",1750

Volkswagen Caddy Pick up,Volkswagen,1992,99900,diesel motor,ročni menjalnik,velikost motorja ni znana,"40 kW / 54 KM
",1750

Volkswagen Caravelle 2.0 TDI DMR Comfortline - Long -,Volkswagen,2019,182000,diesel motor,ročni menjalnik,"['1', '9', '6', '8']",110,27990

Volkswagen Caravelle 2.5 TDI DMR  3320 0.9 ,Volkswagen,2003,370000,diesel motor,ročni menjalnik,"['2', '4', '5', '9']",111,5000

Volkswagen Golf 1.2 TSI BMT R-Line Edition. KOT NOV. SLO. NA OBROKE-BREZPOLOGA,Volkswagen,2016,81700,bencinski motor,ročni menjalnik,"['1', '1', '9', '7']",81,13999

Volkswagen Golf 1.6 TDI BMT Comfortline DSG,Volkswagen,2017,176000,diesel motor,avtomatski menjalnik,"['1', '5', '9', '8']",85,20300

Volkswagen Golf 1.6 TDI BMT Highline DSG-7 PRESTAV.AKTIVNI TEMPOMA,Volkswagen,2017,122811,diesel motor,avtomatski menjalnik,"['1', '5', '9', '8']",85,12890

Volkswagen Golf 1.6 TDI-LIZING ZA TUJCE-TEMPOMAT-PDC-KROM-ODLIÈEN,Volkswagen,2011,240000,diesel motor,ročni menjalnik,"['1', '5', '9', '8']",77,4850

Volkswagen Golf 1.9 SDI,Volkswagen,2000,274650,diesel motor,ročni menjalnik,"['1', '8', '9', '6']",50,870

Volkswagen Golf 1.9 TDI,Volkswagen,1999,270000,diesel motor,ročni menjalnik,velikost motorja ni znana,"66 kW / 90 KM
",1250

Volkswagen Golf 1.9 tdi  lepo ohranjen,Volkswagen,2007,103000,diesel motor,ročni menjalnik,"['1', '8', '9', '0']",66,4900

Volkswagen Golf 2,Volkswagen,1991,300000,diesel motor,ročni menjalnik,velikost motorja ni znana,"40 kW / 54 KM
",500

Volkswagen Golf 2.0 GTD 184PS PANORAMA+PERLA BELA+WEBASTA+RADAR,Volkswagen,2017,129000,diesel motor,ročni menjalnik,"['1', '9', '6', '8']",135,17990

Volkswagen Golf 2.0 GTD BMT,Volkswagen,2014,215000,diesel motor,ročni menjalnik,"['1', '9', '6', '8']",135,17600

Volkswagen Golf 2.0 GTD BMT,Volkswagen,2016,76000,diesel motor,ročni menjalnik,"['1', '9', '6', '8']",135,17500

Volkswagen Golf 2.0 TDI BMT Highline,Volkswagen,2013,191500,diesel motor,ročni menjalnik,"['1', '9', '6', '8']",110,10999

Volkswagen Golf 2.0 TDI CUP OPREMA PANORAMA SAMOPARKIRANJE LED,Volkswagen,2015,276900,diesel motor,ročni menjalnik,"['1', '9', '6', '8']",110,12900

Volkswagen Golf 2.0 TDI GTD,Volkswagen,2013,135000,diesel motor,ročni menjalnik,"['1', '9', '6', '8']",135,12900

Volkswagen Golf 2.0 TDI-5 VRAT-1.LASTNIK-BREZ POLOGA NA TRAJNIK,Volkswagen,2009,206365,diesel motor,ročni menjalnik,"['1', '9', '6', '8']",81,6690

Volkswagen Golf 2.0TDI-HIGH LINE-LIZING ZA TUJCE,Volkswagen,2014,246000,diesel motor,ročni menjalnik,"['1', '9', '6', '8']",110,8650

Volkswagen Golf 4motion GT Sport 1.9 TDI,Volkswagen,2008,251000,diesel motor,ročni menjalnik,"['1', '8', '9', '6']",77,5190

Volkswagen Golf Basis 1.6,Volkswagen,2000,275000,bencinski motor,ročni menjalnik,"['1', '5', '9', '5']",74,450

Volkswagen Golf Basis 1.9 TDI SAMO 142 000 PREVOENIH KILOMETROV ,Volkswagen,1998,142000,diesel motor,ročni menjalnik,"['1', '8', '9', '6']",81,1300

Volkswagen Golf CL D,Volkswagen,1994,215000,diesel motor,ročni menjalnik,"['1', '8', '9', '6']",47,350

Volkswagen Golf Comfortline 1.2 TSI SLO,Volkswagen,2011,140000,bencinski motor,ročni menjalnik,"['1', '1', '9', '7']",77,5990

Volkswagen Golf Comfortline 1.4 ODLIÈEN,Volkswagen,2009,135000,bencinski motor,ročni menjalnik,"['1', '3', '9', '0']",59,5700

Volkswagen Golf Comfortline 1.6 TDI,Volkswagen,2012,195000,diesel motor,ročni menjalnik,"['1', '5', '9', '8']",77,6200

Volkswagen Golf Comfortline 1.6 TDI- ODLICEN-KOT NOVI-KREDIT BREZ ,Volkswagen,2012,195000,diesel motor,ročni menjalnik,"['1', '5', '9', '8']",77,6390

Volkswagen Golf Comfortline 1.9 TDI,Volkswagen,2007,318000,diesel motor,ročni menjalnik,"['1', '8', '9', '6']",77,3002

Volkswagen Golf Comfortline 1.9 TDI,Volkswagen,2006,290000,diesel motor,ročni menjalnik,"['1', '8', '9', '6']",66,2190

Volkswagen Golf Comfortline 1.9 TDI,Volkswagen,2004,200000,diesel motor,ročni menjalnik,"['1', '8', '9', '6']",77,3090

Volkswagen Golf Comfortline 1.9 TDI-AVT.KLIMA-ODLIÈEN,Volkswagen,2005,254000,diesel motor,ročni menjalnik,"['1', '8', '9', '6']",66,3390

Volkswagen Golf Comfortline 2.0 TDI,Volkswagen,2006,288000,diesel motor,ročni menjalnik,"['1', '9', '6', '8']",103,2500

Volkswagen Golf Comfortline 2.0 TDI,Volkswagen,2009,221487,diesel motor,ročni menjalnik,"['1', '9', '6', '8']",81,5900

Volkswagen Golf Edition 1.9 TDI,Volkswagen,2002,220000,diesel motor,ročni menjalnik,"['1', '8', '9', '6']",74,1800

Volkswagen Golf GL D,Volkswagen,1984,200000,diesel motor,ročni menjalnik,"['1', '5', '8', '8']",40,800

Volkswagen Golf Highline Siddharta 1.4TSI DSG,Volkswagen,2009,230000,bencinski motor,avtomatski menjalnik,"['1', '7', '9', '8']",118,4990

Volkswagen Golf Plus Comfortline 1.9 TDI,Volkswagen,2005,265000,diesel motor,ročni menjalnik,"['1', '8', '9', '6']",77,2790

Volkswagen Golf Sportline 1.9 TDI,Volkswagen,2006,185000,diesel motor,ročni menjalnik,"['1', '8', '9', '6']",77,4300

Volkswagen Golf Trendline 1.6 TDI,Volkswagen,2012,137000,diesel motor,ročni menjalnik,"['1', '5', '9', '8']",77,6200

Volkswagen Golf Trendline 1.9 TDI,Volkswagen,2004,271000,diesel motor,ročni menjalnik,"['1', '8', '9', '6']",77,3650

Volkswagen Golf Trendline 1.9 TDI,Volkswagen,2007,187000,diesel motor,ročni menjalnik,"['1', '8', '9', '6']",66,3700

Volkswagen Golf Var 2.0 GTD DSG,Volkswagen,2015,181500,diesel motor,avtomatski menjalnik,"['1', '9', '6', '8']",135,12890

Volkswagen Golf Variant 1.6 Comfortline 7st DSG. Aktivni temp,Volkswagen,2014,200000,diesel motor,avtomatski menjalnik,"['1', '5', '9', '8']",77,8000

Volkswagen Golf Variant 1.6 TDI BMT Comfortline,Volkswagen,2017,95268,diesel motor,ročni menjalnik,"['1', '5', '9', '8']",85,40956

Volkswagen Golf Variant 1.6 TDI BMT Comfortline Business,Volkswagen,2017,105808,diesel motor,ročni menjalnik,"['1', '5', '9', '8']",85,11980

Volkswagen Golf Variant 1.6 TDI BMT Highline,Volkswagen,2013,195000,diesel motor,ročni menjalnik,"['1', '5', '9', '8']",77,8500

Volkswagen Golf Variant 2.0 GTD BMT,Volkswagen,2017,156000,diesel motor,ročni menjalnik,"['1', '9', '6', '8']",135,16799

Volkswagen Golf Variant 2.0 GTD DSG°VIRTUAL COCKPIT°MAX OPREMA,Volkswagen,2017,128900,diesel motor,avtomatski menjalnik,"['1', '9', '6', '8']",135,19990

Volkswagen Golf Variant 2.0 TDI BMT Highline DSG Xenon PRIKLOP,Volkswagen,2014,175532,diesel motor,avtomatski menjalnik,"['1', '9', '6', '8']",110,800

Volkswagen Golf Variant 2.0 TDI BMT Highline Xenon-led MODIFICIRAN,Volkswagen,2017,163481,diesel motor,ročni menjalnik,"['1', '9', '6', '8']",110,13500

Volkswagen Golf Variant 2.0 TDI BMT Highline Xenon-led NAVI,Volkswagen,2015,177432,diesel motor,ročni menjalnik,"['1', '9', '6', '8']",110,11899

Volkswagen Golf Variant 2.0 TDI BMT R-Line-PANO-USNJE-DYNAUDIO,Volkswagen,2017,149000,diesel motor,ročni menjalnik,"['1', '9', '6', '8']",110,16290

Volkswagen Golf Variant 2.0 TDI Comfortline ACC-NAVI-PERLA-KLJUKA,Volkswagen,2017,98300,diesel motor,ročni menjalnik,"['1', '9', '6', '8']",110,13550

Volkswagen Golf Variant 2.0 TDI DSG Comfortline-POLOG 2025 DO 84M,Volkswagen,2017,118218,diesel motor,avtomatski menjalnik,"['1', '9', '6', '8']",110,13490

Volkswagen Golf Variant Comfortline 1.9 TDI,Volkswagen,2008,282000,diesel motor,ročni menjalnik,"['1', '8', '9', '6']",77,2900

Volkswagen Golf Variant GTD,Volkswagen,2016,140000,diesel motor,avtomatski menjalnik,"['1', '9', '6', '8']",135,16000

Volkswagen Golf Variant Trendline 1.9TDI BlueMotion DPF,Volkswagen,2008,285000,diesel motor,ročni menjalnik,"['1', '8', '9', '6']",77,2400

Volkswagen Hroè VW HOT ROD,Volkswagen,1976,51000,bencinski motor,ročni menjalnik,"['1', '1', '9', '2']",30,81

Volkswagen Jetta 1.2 TSI MONOST MENJAVE - BERI OPOMBE,Volkswagen,2011,144000,bencinski motor,ročni menjalnik,"['1', '1', '9', '7']",77,6666

Volkswagen Multivan 4motion 2.0 TDI Highlin NAVI KAMERA 2 EL VRATA USN,Volkswagen,2011,219800,diesel motor,avtomatski menjalnik,"['1', '9', '6', '8']",132,20999

Volkswagen Passat 1.6 TDI BMT Comfortline NAVI PDC,Volkswagen,2014,113700,diesel motor,ročni menjalnik,"['1', '5', '9', '8']",77,9250

Volkswagen Passat 1.6 TDI-HIGH-LED-PDC-RADAR-MEM.SEDEI-NAVI-TOP,Volkswagen,2018,162568,diesel motor,ročni menjalnik,"['1', '5', '9', '8']",88,13780

Volkswagen Passat 1.9 TDI Trendline,Volkswagen,2005,300000,diesel motor,ročni menjalnik,"['1', '8', '9', '6']",74,1290

Volkswagen Passat 1.9 tdi,Volkswagen,2000,321000,diesel motor,ročni menjalnik,"['1', '9']",66,500

Volkswagen Passat 1.9TDI-TEMPOMAT-LIZING-ZA-TUJCE-SERVISNA-KNJ-CROM-,Volkswagen,2008,286000,diesel motor,ročni menjalnik,"['1', '8', '9', '6']",77,4450

Volkswagen Passat 2.0 TDI,Volkswagen,2008,343000,diesel motor,ročni menjalnik,"['2', '0', '0', '0']",103,5100

Volkswagen Passat 2.0 TDI -TEMPOMAT-CROM PAKET-TRAJNIK-ODLIÈEN,Volkswagen,2008,311000,diesel motor,ročni menjalnik,"['1', '9', '6', '8']",103,3450

Volkswagen Passat 2.0 TDI BMT Comfortline,Volkswagen,2011,335000,diesel motor,ročni menjalnik,"['1', '9', '6', '8']",103,8500

Volkswagen Passat 2.0 TDI BMT Highline,Volkswagen,2016,82900,diesel motor,ročni menjalnik,"['1', '9', '6', '8']",110,17900

Volkswagen Passat 2.0 TDI BMT Highline DSG,Volkswagen,2016,95000,diesel motor,avtomatski menjalnik,"['1', '9', '6', '8']",110,16400

Volkswagen Passat 2.0 TDI BMT Highline DSG.PRESTAVE F1.KOT NOV,Volkswagen,2017,128011,diesel motor,avtomatski menjalnik,"['1', '9', '6', '8']",110,15990

Volkswagen Passat 2.0 TDI BMT R-Line DSG LED-NAVI-ALU-PDC,Volkswagen,2016,167000,diesel motor,avtomatski menjalnik,"['1', '9', '6', '8']",140,17990

Volkswagen Passat 2.0 TDI Comfortline BREZ POLOGA ,Volkswagen,2005,314000,diesel motor,ročni menjalnik,"['1', '9', '6', '8']",103,2950

Volkswagen Passat 2.0 TDI Highline-SLOVENSKI,Volkswagen,2006,302400,diesel motor,ročni menjalnik,"['1', '9', '6', '8']",103,3890

Volkswagen Passat 2.0TDI Comfortline DSG Digitalni tevci Navi Masa,Volkswagen,2017,69000,diesel motor,avtomatski menjalnik,"['1', '9', '6', '8']",110,20990

Volkswagen Passat 2.0TDI-FULL-LED-AKTI-RADAR-LIZING-ZA-TUJCE-NAVI-,Volkswagen,2018,95000,diesel motor,ročni menjalnik,"['1', '9', '6', '8']",110,16950

Volkswagen Passat 2.0TDI-H-LINE-NAVIGACIJA-TEMPOMAT-LIZING-ZA-TUJCE-,Volkswagen,2011,269000,diesel motor,ročni menjalnik,"['1', '9', '6', '8']",103,7950

Volkswagen Passat 4motion 2.0 TDI BMT Highline DSG,Volkswagen,2016,65000,diesel motor,avtomatski menjalnik,"['1', '9', '6', '8']",176,29999

Volkswagen Passat 4motion 2.0TDI R-line DSG digitalen tevec,Volkswagen,2016,176496,diesel motor,avtomatski menjalnik,"['1', '9', '6', '8']",176,18999

Volkswagen Passat Alltrack 4motion 2.0 TDI  DSG,Volkswagen,2018,115192,diesel motor,avtomatski menjalnik,"['1', '9', '6', '8']",140,25999

Volkswagen Passat Alltrack 4motion 2.0 TDI BMT Premium DSG,Volkswagen,2014,58000,diesel motor,avtomatski menjalnik,"['1', '9', '6', '8']",130,17500

Volkswagen Passat CC 2.0 TDI DPF BlueMotion  KOT NOV PANORAMA,Volkswagen,2010,201000,diesel motor,ročni menjalnik,"['1', '9', '6', '8']",103,9490

Volkswagen Passat CC 2.0 TDI DPF DSG,Volkswagen,2008,246777,diesel motor,avtomatski menjalnik,"['1', '9', '6', '8']",103,8300

Volkswagen Passat CC 2.0 TDI DPF DSG FINANCIRANJE,Volkswagen,2008,254000,diesel motor,avtomatski menjalnik,"['1', '9', '6', '8']",125,7750

Volkswagen Passat Variant 1.8 T,Volkswagen,1999,300000,bencinski motor,ročni menjalnik,"['1', '7', '8', '1']",110,800

Volkswagen Passat Variant 1.9 TDI Basis,Volkswagen,2004,403000,diesel motor,ročni menjalnik,"['1', '8', '9', '6']",74,1390

Volkswagen Passat Variant 1.9 TDI Trendline,Volkswagen,2002,398000,diesel motor,ročni menjalnik,"['1', '8', '9', '6']",74,1300

Volkswagen Passat Variant 2.0 TDI BMT Business,Volkswagen,2014,171015,diesel motor,ročni menjalnik,"['1', '9', '6', '8']",103,10000

Volkswagen Passat Variant 2.0 TDI BMT Comfortline,Volkswagen,2015,112000,diesel motor,ročni menjalnik,"['1', '9', '6', '8']",110,13700

Volkswagen Passat Variant 2.0 TDI BMT Comfortline,Volkswagen,2012,236000,diesel motor,ročni menjalnik,"['1', '9', '6', '8']",103,8550

Volkswagen Passat Variant 2.0 TDI BMT Comfortline,Volkswagen,2014,234000,diesel motor,ročni menjalnik,"['1', '9', '6', '8']",130,8300

Volkswagen Passat Variant 2.0 TDI BMT Comfortline,Volkswagen,2012,207400,diesel motor,ročni menjalnik,"['1', '9', '6', '8']",103,7300

Volkswagen Passat Variant 2.0 TDI BMT Comfortline,Volkswagen,2011,249000,diesel motor,ročni menjalnik,"['1', '9', '6', '8']",103,7990

Volkswagen Passat Variant 2.0 TDI BMT Comfortline DSG,Volkswagen,2017,129815,diesel motor,avtomatski menjalnik,"['1', '9', '6', '8']",110,10280

Volkswagen Passat Variant 2.0 TDI BMT Comfortline DSG,Volkswagen,2015,168945,diesel motor,avtomatski menjalnik,"['1', '9', '6', '8']",110,14250

Volkswagen Passat Variant 2.0 TDI BMT Comfortline DSG,Volkswagen,2011,229000,diesel motor,avtomatski menjalnik,"['1', '9', '6', '8']",103,7990

Volkswagen Passat Variant 2.0 TDI BMT Comfortline DSG LED NAVIGACIJA,Volkswagen,2017,132890,diesel motor,avtomatski menjalnik,"['1', '9', '6', '8']",110,10580

Volkswagen Passat Variant 2.0 TDI BMT Comfortline-NAVI-ALU-PDC,Volkswagen,2015,167000,diesel motor,avtomatski menjalnik,"['1', '9', '6', '8']",110,12490

Volkswagen Passat Variant 2.0 TDI BMT Highline,Volkswagen,2016,200000,diesel motor,ročni menjalnik,"['1', '9', '6', '8']",110,12500

Volkswagen Passat Variant 2.0 TDI BMT Highline DSG,Volkswagen,2017,141200,diesel motor,avtomatski menjalnik,"['1', '9', '6', '8']",110,16450

Volkswagen Passat Variant 2.0 TDI BMT Highline DSG XENON-LED PRIKLOP,Volkswagen,2016,171099,diesel motor,avtomatski menjalnik,"['1', '9', '6', '8']",110,15800

Volkswagen Passat Variant 2.0 TDI Comfortline,Volkswagen,2007,230000,diesel motor,ročni menjalnik,"['1', '9', '6', '8']",103,4600

Volkswagen Passat Variant 2.0 TDI DPF Comfortline,Volkswagen,2009,278936,diesel motor,ročni menjalnik,"['1', '9', '6', '8']",81,4990

Volkswagen Passat Variant 2.0 TDI DPF Comfortline Slovenski 1lastnik,Volkswagen,2009,222240,diesel motor,ročni menjalnik,"['1', '9', '6', '8']",103,5980

Volkswagen Passat Variant 2.0 TDI DPF-AVT.KLIMA-PDC-ODLIÈEN,Volkswagen,2008,295000,diesel motor,ročni menjalnik,"['1', '9', '6', '8']",103,3590

Volkswagen Passat Variant 2.0 TDI Highline DSG  - NAVI - GRETJE SEDE,Volkswagen,2006,290000,diesel motor,avtomatski menjalnik,"['1', '9', '6', '8']",103,2990

Volkswagen Passat Variant 4motion 2.0 TDI BMT Comfortline,Volkswagen,2015,220000,diesel motor,ročni menjalnik,"['1', '9', '6', '8']",110,12750

Volkswagen Passat Variant 4motion 2.0 TDI BMT Highline,Volkswagen,2017,122000,diesel motor,ročni menjalnik,"['1', '9', '6', '8']",110,23000

Volkswagen Passat Variant 4motion 2.0 TDI BMT Highline DSG,Volkswagen,2015,156000,diesel motor,avtomatski menjalnik,"['1', '9', '6', '8']",176,16990

Volkswagen Passat Variant 4motion 2.0 TDI BMT Highline DSG,Volkswagen,2015,173000,diesel motor,avtomatski menjalnik,"['1', '9', '6', '8']",176,17500

Volkswagen Passat Variant 4motion 2.0 TDI DPF Comfortline CR,Volkswagen,2008,225000,diesel motor,ročni menjalnik,"['1', '9', '6', '8']",103,3900

Volkswagen Passat Variant 4motion 2.0 TDI Highline DSG,Volkswagen,2010,301600,diesel motor,avtomatski menjalnik,"['1', '9', '6', '8']",125,6990

Volkswagen Polo ,Volkswagen,2007,273000,bencinski motor,ročni menjalnik,"['1', '1', '9', '8']",47,1700

Volkswagen Polo 1.2 TSI COMFORT EDITION,Volkswagen,2016,35000,bencinski motor,ročni menjalnik,"['1', '1', '9', '7']",66,9900

Volkswagen Polo 1.4 Comfortline,Volkswagen,2006,211700,bencinski motor,ročni menjalnik,"['1', '3', '9', '0']",55,2500

Volkswagen Polo 1.4 TDI,Volkswagen,2005,225000,diesel motor,ročni menjalnik,"['1', '4', '2', '2']",55,1950

Volkswagen Sharan 1.9 TDI Highline,Volkswagen,2004,350000,diesel motor,ročni menjalnik,"['1', '8', '9', '6']",85,1450

Volkswagen Sharan 2.0 TDI BlueMotion Technology Comfortline,Volkswagen,2010,215000,diesel motor,ročni menjalnik,"['1', '9', '6', '8']",103,7999

Volkswagen Sharan 4motion 1.9 TDI Comfortline,Volkswagen,2002,332206,diesel motor,ročni menjalnik,"['1', '8', '9', '6']",85,1950

Volkswagen Tiguan 2.0 TDI 4motion Sport Style Tiptronic,Volkswagen,2010,214458,diesel motor,avtomatski menjalnik,"['1', '9', '6', '8']",103,9990

Volkswagen Tiguan 2.0 TDI BMT Sport Style Xenon-led  NAVI  ODLIÈEN,Volkswagen,2013,236460,diesel motor,ročni menjalnik,"['1', '9', '6', '8']",103,9700

Volkswagen Tiguan 2.0 TDI BMT. 1.LASTNIK. SLO,Volkswagen,2012,85000,diesel motor,ročni menjalnik,"['1', '9', '6', '8']",81,11490

Volkswagen Tiguan 2.0 TDI BlueMotion Trend Fun,Volkswagen,2010,152753,diesel motor,ročni menjalnik,"['1', '9', '6', '8']",103,9600

Volkswagen Tiguan 2.0 TDI BlueMotion VELIK SERVIS,Volkswagen,2011,192000,diesel motor,ročni menjalnik,"['1', '9', '6', '8']",81,9250

Volkswagen Tiguan 2.0 TDI Highline DSG+Digi Cockpit+Panorama+ACC,Volkswagen,2017,149020,diesel motor,avtomatski menjalnik,"['1', '9', '6', '8']",110,20990

Volkswagen Tiguan 4motion 2.0 TDI 2XR-LINE DSG ALU 20+HI LED+VIRTUAL,Volkswagen,2017,84000,diesel motor,avtomatski menjalnik,"['1', '9', '6', '8']",110,26950

Volkswagen Tiguan 4motion 2.0 TDI BMT Highline DSG,Volkswagen,2018,41500,diesel motor,avtomatski menjalnik,"['1', '9', '6', '8']",140,28500

Volkswagen Tiguan 4motion 2.0 TDI BMT Highline DSG HiLED+DigiKokpit,Volkswagen,2018,130000,diesel motor,avtomatski menjalnik,"['1', '9', '6', '8']",110,22600

Volkswagen Tiguan 4motion 2.0 TDI R-LINE DSG-PANO-HEAD.UP-DYNAUDIO,Volkswagen,2016,122860,diesel motor,avtomatski menjalnik,"['1', '9', '6', '8']",140,27890

Volkswagen Tiguan 4motion 2.0 TDI R-Line DSG PANORAMA 20 ALU....,Volkswagen,2018,75500,diesel motor,avtomatski menjalnik,"['1', '9', '6', '8']",140,29900

Volkswagen Touareg 2.5 R5 TDI,Volkswagen,2005,260000,diesel motor,ročni menjalnik,"['2', '4', '6', '1']",128,3300

Volkswagen Touareg 2.5 R5 TDI Tiptronic,Volkswagen,2005,357363,diesel motor,avtomatski menjalnik,"['2', '4', '6', '1']",128,4800

Volkswagen Touareg 3.0 V6 TDI Tiptronic brez blazin.,Volkswagen,2005,345000,diesel motor,avtomatski menjalnik,"['2', '9', '6', '7']",165,4800

Volkswagen Touran ,Volkswagen,2008,230000,diesel motor,ročni menjalnik,"['1', '9', '6', '8']",103,5000

Volkswagen Touran 1.6 TDI BMT Comfortline,Volkswagen,2016,175000,diesel motor,ročni menjalnik,"['1', '5', '9', '8']",81,12500

Volkswagen Touran 1.6 TDI BMT Comfortline-NAVI-2XPDC-ALU,Volkswagen,2016,143632,diesel motor,ročni menjalnik,"['1', '5', '9', '8']",85,12490

Volkswagen Touran 1.6 TDI BlueMotion Tech. Comfortline,Volkswagen,2012,137000,diesel motor,ročni menjalnik,"['1', '5', '9', '8']",77,8500

